-3;2.5;0
-1.817464753;2.499852038;0.047121952
-1.816736843;2.499408189;0.094232277
-1.815523859;2.498668562;0.141319352
-1.813826099;2.497633342;0.188371559
-1.811643984;2.49630278;0.235377287
-1.808978051;2.494677206;0.28232494
-1.805828959;2.492757024;0.329202933
-1.802197484;2.490542705;0.375999701
-1.798084522;2.488034793;0.422703696
-1.793491088;2.485233912;0.469303395
-1.788418316;2.482140751;0.515787301
-1.782867457;2.478756073;0.562143944
-1.776839881;2.475080711;0.608361886
-1.770337074;2.471115574;0.654429724
-1.763360642;2.46686164;0.700336092
-1.755912306;2.462319961;0.746069662
-1.747993903;2.457491654;0.79161915
-1.739607387;2.452377912;0.836973318
-1.730754828;2.446979995;0.882120976
-1.721438409;2.441299239;0.927050983
-1.71166043;2.435337041;0.971752254
-1.701423303;2.429094873;1.016213761
-1.690729554;2.422574277;1.060424531
-1.679581821;2.415776861;1.104373658
-1.667982855;2.408704304;1.148050297
-1.655935517;2.401358347;1.191443672
-1.643442781;2.393740804;1.234543076
-1.630507729;2.385853556;1.277337875
-1.617133551;2.377698549;1.31981751
-1.603323549;2.369277795;1.361971499
-1.589081129;2.360593369;1.403789443
-1.574409806;2.351647418;1.445261022
-1.5593132;2.342442147;1.486376005
-1.543795035;2.332979824;1.527124247
-1.527859139;2.323262791;1.567495694
-1.511509447;2.313293441;1.607480385
-1.49474999;2.303074232;1.647068454
-1.477584904;2.292607691;1.686250134
-1.460018426;2.281896396;1.725015756
-1.442054888;2.27094299;1.763355757
-1.423698723;2.259750178;1.801260676
-1.404954461;2.24832072;1.838721161
-1.385826725;2.236657437;1.875727969
-1.366320236;2.224763204;1.912271969
-1.346439807;2.21264096;1.948344145
-1.326190342;2.200293692;1.983935596
-1.305576838;2.18772445;2.019037541
-1.284604381;2.174936336;2.053641318
-1.263278147;2.161932498;2.08773839
-1.241603395;2.148716152;2.121320344
-1.219585475;2.135290558;2.154378893
-1.197229819;2.121659023;2.186905882
-1.174541943;2.107824916;2.218893285
-1.151527445;2.09379165;2.250333209
-1.128192003;2.079562685;2.281217897
-1.104541376;2.065141534;2.311539728
-1.080581398;2.050531755;2.341291222
-1.056317981;2.035736948;2.370465037
-1.031757112;2.020760771;2.399053976
-1.006904851;2.005606915;2.427050983
-0.98176733;1.990279116;2.454449152
-0.956350751;1.974781163;2.481241723
-0.930661386;1.959116876;2.507422084
-0.904705572;1.943290118;2.532983776
-0.878489714;1.927304799;2.557920493
-0.852020281;1.911164857;2.582226081
-0.825303803;1.89487428;2.605894543
-0.798346872;1.878437085;2.62892004
-0.771156139;1.861857325;2.65129689
-0.743738314;1.845139096;2.673019572
-0.716100161;1.828286519;2.694082727
-0.6882485;1.811303757;2.714481157
-0.660190202;1.794194994;2.73420983
-0.631932191;1.776964454;2.753263877
-0.603481438;1.759616389;2.771638597
-0.574844964;1.74215508;2.789329458
-0.546029834;1.724584834;2.806332092
-0.517043159;1.706909984;2.822642307
-0.487892089;1.689134895;2.838256076
-0.458583817;1.671263952;2.853169549
-0.429125575;1.653301562;2.867379044
-0.399524632;1.635252159;2.880881057
-0.36978829;1.617120197;2.893672255
-0.339923888;1.59891015;2.905749483
-0.309938792;1.580626506;2.917109761
-0.279840403;1.562273783;2.927750286
-0.249636145;1.543856503;2.937668432
-0.219333473;1.525379216;2.946861752
-0.188939861;1.506846479;2.955327978
-0.15846281;1.488262864;2.963065022
-0.127909839;1.469632954;2.970070973
-0.097288487;1.450961351;2.976344104
-0.066606309;1.432252655;2.981882866
-0.035870876;1.41351149;2.986685894
-0.00508977;1.394742474;2.990752001
0.025729413;1.375950242;2.994080185
0.056579069;1.357139426;2.996669625
0.087451586;1.33831467;2.998519681
0.118339347;1.319480622;2.999629897
0.149234732;1.300641924;3
0.180130116;1.281803226;2.999629897
0.211017877;1.262969177;2.998519681
0.241890395;1.244144422;2.996669625
0.272740051;1.225333606;2.994080185
0.303559234;1.206541374;2.990752001
0.334340339;1.187772358;2.986685894
0.365075773;1.169031193;2.981882866
0.39575795;1.150322497;2.976344104
0.426379303;1.131650894;2.970070973
0.456932273;1.113020984;2.963065022
0.487409325;1.094437369;2.955327978
0.517802936;1.075904632;2.946861752
0.548105609;1.057427344;2.937668432
0.578309866;1.039010065;2.927750286
0.608408256;1.020657341;2.917109761
0.638393351;1.002373698;2.905749483
0.668257754;0.984163651;2.893672255
0.697994096;0.966031689;2.880881057
0.727595039;0.947982286;2.867379044
0.757053281;0.930019896;2.853169549
0.786361552;0.912148953;2.838256076
0.815512622;0.894373864;2.822642307
0.844499298;0.876699014;2.806332092
0.873314428;0.859128767;2.789329458
0.901950902;0.841667459;2.771638597
0.930401654;0.824319394;2.753263877
0.958659666;0.807088854;2.73420983
0.986717963;0.789980091;2.714481157
1.014569625;0.772997328;2.694082727
1.042207778;0.756144752;2.673019572
1.069625603;0.739426523;2.65129689
1.096816336;0.722846763;2.62892004
1.123773266;0.706409567;2.605894543
1.150489745;0.690118991;2.582226081
1.176959178;0.673979052;2.557920493
1.203175035;0.65799373;2.532983776
1.22913085;0.642166974;2.507422084
1.254820215;0.626502685;2.481241723
1.280236794;0.611004731;2.454449152
1.305374315;0.595676936;2.427050983
1.330226576;0.580523077;2.399053976
1.354787445;0.5655469;2.370465037
1.379050859;0.550752093;2.341291222
1.403010839;0.536142314;2.311539728
1.426661466;0.521721163;2.281217897
1.449996908;0.507492198;2.250333209
1.473011405;0.493458932;2.218893285
1.495699281;0.479624825;2.186905882
1.51805494;0.46599329;2.154378893
1.540072858;0.452567696;2.121320344
1.561747608;0.43935135;2.08773839
1.583073847;0.426347512;2.053641318
1.6040463;0.413559398;2.019037541
1.624659804;0.400990156;1.983935596
1.644909271;0.388642887;1.948344145
